Codigo,Entidad,Tipo,Nombre Software,Versión,URL,Estado,Años conformidad,Fec.Solicitud,Nota.Solicitud,Fec.Conformidad,Informe Tec.,SICOES,Detalle
240,Yacimientos Petrolíferos Fiscales Bolivianos,Adquisición,INTEGRATED PRODUCTION MODELLING IPM,ultima,www.petex.com,INFORME EMITIDO,1,,,23/08/2018,ADSIB-UGS/IT/0184/2018,No se encontraron registros,
241,Yacimientos Petrolíferos Fiscales Bolivianos,Adquisición,RE-STUDIO,ultima,http://www.amarile.com/,INFORME EMITIDO,1,,,23/08/2018,ADSIB-UGS/IT/0184/2018,No se encontraron registros,
242,Yacimientos Petrolíferos Fiscales Bolivianos,Adquisición,MOVE,ultima,www.mve.com,INFORME EMITIDO,1,23/08/2018,YPFB-PRS-GTIC-431/2018,23/08/2018,ADSIB-UGS/IT/0184/2018,No se encuentran registros,
243,Yacimientos Petrolíferos Fiscales Bolivianos,Renovación,INTERACTIVE PETROPHYSICS,ultima,www.lr.org,INFORME EMITIDO,1,15/10/2018,YPFB-PRS-GTIC-473/2018,15/10/2018,ADSIB-UGS/IT/0229/2018,No se encontraron registros,
244,Fondo Nacional de Desarrollo Regional,Renovación,Software Antivirus Corporativo Trend Micro,XG 3.1,http://la.trendmicro.com/,INFORME EMITIDO,1,29/08/2018,DE-GGS-SI-RBB-5891-CAR/18,29/08/2018,ADSIB-UGS/IT/0187/2018,18-0862-00-856532-1-1,
245,Servicio de Impuestos Nacionales,Adquisición,VMWare,6.x,www.vmware.com,ELABORANDO INFORME,1,12/09/2018,SIN/PE/GG/GTIC/NOT/00635/2018,12/09/2018,ADSIB-UIS/IT/0124/2018,,
246,ASFI,Renovación,IDEA SOFTWARE PARA ANÁLISIS DE DATOS,9,https://www.pilaresconsultores.com/software/idea/,INFORME EMITIDO,1,05/10/2018,ASFI/JTIC/R-209388/2018,08/10/2018,ADSIB-UGS/IT/0220/2018,No se encontraron registros,
248,Autoridad de Regulación y Fiscalización de Telecomunicaciones y Transportes,Renovación,IMSVA,9.1.0.1600,https://www.trendmicro.com/en_us/business/products/user-protection/sps/email-and-collaboration/interscan-messaging.html,INFORME EMITIDO,1,05/09/2018,ATT-DS-N-LP 174/2018,06/09/2018,ADSIB-UGS/IT/0196/2018,17-0310-00-805816-0-E,
251,Yacimientos Petrolíferos Fiscales Bolivianos,Renovación,ECOFILE,ultima,http://www.grupoeconat.com/bo/nuestras_soluciones,INFORME EMITIDO,1,15/10/2018,YPFB-PRS-GTIC-473/2018,15/10/2018,ADSIB-UGS/IT/0229/2018,No se encontraron registros,
254,Comision de la Verdad,Adquisición,Kaspersky - Antivirus,11,https://support.kaspersky.com/kes11#downloads,INFORME EMITIDO,1,05/10/2018,CDLV-STCV-N°0043,05/10/2018,ADSIB-UGS/IT/0217/2018,No se encontró registro,
255,Programa Bono Juana Azurduy,Renovación,G DATA,14.1.1.52,https://www.gdata.es/,EN ESPERA DE NOTA,1,,,11/09/2018,,,
256,Programa Bono Juana Azurduy,Renovación,LICENCIA PARA SERVIDOR SONICWALL NSA 3600,1,https://www.mysonicwall.com,EN ESPERA DE NOTA,1,,,11/09/2018,,,
257,Fondo Nacional de Desarrollo Integral (FONADIN),Renovación,KASPERSKY ENDPOINT SECURITY FOR BUSINESS,"10.2.6.3733 (mr3, mr4)",https://latam.kaspersky.com/,INFORME EMITIDO,1,13/09/2018,FONADIN/DG/E/635/2018,14/09/2018,ADSIB-UGS/IT/0206/2018,No se encontró registros,
258,Servicio de Impuestos Nacionales,Adquisición,Veeam Backup & Replication,9.x,www.veeam.com,ELABORANDO INFORME,1,20/09/2018,SIN/PE/G/GTIC/NOT/00651/2018,24/09/2018,ADSIB-UIS/IT/0131/2018,,
260,Instituto Nacional de Reforma Agraria,Adquisición,Windows,10,https://www.microsoft.com/,EN ESPERA DE NOTA,2,,,05/10/2018,,,
261,Gobernacion de Cochabamba,Renovación,Licencia Cisco ASA5515 FirePower IPS AMP y URL Filtering,6.2.3.4,https://www.cisco.com/c/en/us/products/collateral/security/asa-5500-series-next-generation-firewalls/datasheet-c78-733916.html,INFORME EMITIDO,2,,,12/12/2018,ADSIB-UIS/IT/0162/2018,,
262,Gobernacion de Cochabamba,Adquisición,Licencia de Software para Equipo  Administrador de Ancho de Banda Allot SSG-200,15.1,https://www.allot.com/resources/DS_SSG.pdf,INFORME EMITIDO,2,27/11/2018,CE/DESP/205/2018,12/12/2018,ADSIB-UIS/IT/0162/2018,,
263,ASFI,Renovación,ADOBE CREATIVE CLOUD 2018,2018,https://www.adobe.com/mx/creativecloud/plans.html?sdid=KQPRC&mv=search&s_kwcid=AL!3085!10!79508454542512!79508447025660&ef_id=W5wTUAAAAJ7CKknI:20180919195833:s,INFORME EMITIDO,1,05/10/2018,ASFI/JTIC/R-209389/2018,08/10/2018,ADSIB-UGS/IT/0219/2018,No se encontraron registros,
264,CONTRALORIA GENERAL DEL ESTADO,Renovación,VCenter Server 5 Standart,5,http://www.vmware.com,INFORME EMITIDO,1,,,11/10/2018,ADSIB-UIS/IT/0140/2018,,
265,CONTRALORIA GENERAL DEL ESTADO,Renovación,VSphere 6 Standart,6,http://www.vmware.com,INFORME EMITIDO,1,,,11/10/2018,ADSIB-UIS/IT/0140/2018,,
266,CONTRALORIA GENERAL DEL ESTADO,Renovación,vSphere 5 Standart,5,http://www.vmware.com,INFORME EMITIDO,1,,,11/10/2018,ADSIB-UIS/IT/0140/2018,,
267,CONTRALORIA GENERAL DEL ESTADO,Renovación,PRTG Network Monitor,2500,http://www.paessler.com,INFORME EMITIDO,1,,,11/10/2018,ADSIB-UIS/IT/0140/2018,,
269,CONTRALORIA GENERAL DEL ESTADO,Renovación,KARPERSKY ENDPOINT FOR BUSINNES,SELECT,http:/www.karpersky.com,INFORME EMITIDO,1,03/10/2018,CGE/GNAF/OF-236/2018,11/10/2018,ADSIB-UIS/IT/0140/2018,18-0680-00-890446-0-E,
271,Yacimientos Petrolíferos Fiscales Bolivianos,Renovación,ERDAS IMAGINE PROFESSIONAL,última,https://www.hexagongeospatial.com/products/power-portfolio/erdas-imagine,INFORME EMITIDO,1,,,06/01/2018,ADSIB-UGS/IT/0249/2018,15-0513-00-570959-0-E,
272,Yacimientos Petrolíferos Fiscales Bolivianos,Adquisición,DRILLWORKS EXPERT,ultima,http://www.halliburton.com,INFORME EMITIDO,1,,,06/11/2018,ADSIB-UGS/IT/0249/2018,18-0513-00-917527-0-E,
273,Yacimientos Petrolíferos Fiscales Bolivianos,Adquisición,Casing Wear,ultima,https://www.landmark.solutions/Resource1?sb-search=casingwear&sb-inst=0_dnn_avtSearch&sb-logid=191804-ook7h9xn86299l31,INFORME EMITIDO,1,05/11/2018,YPFB-PRS-GTIC-553/2018,06/11/2018,ADSIB-UGS/IT/0249/2018,18-0513-00-917516-0-E,
275,Registro Único para la Administración Tributaria Municipal,Adquisición,IOS SIERRA,10,https://www.apple.com/,INFORME EMITIDO,1,03/10/2018,RUAT N° 5827/2018,03/10/2018,ADSIB-UGS/IT/0216/2018,No se encuentran registros,
276,Banco Central de Bolivia,Otro,Windows Server 2016,2016,https://www.microsoft.com,ELABORANDO INFORME,1,07/11/2018,BCB-GSIS-SII-CE-2018-11,12/11/2018,ADSIB-UIS/IT/0150/2018,,
277,Autoridad de Fiscalización y Control de Pensiones y Seguros,Renovación,Mcafee Endpoint Protection and Mcafee Web Protection Suite,10 y 7.8,https://www.mcafee.com/enterprise/es-es/products/endpoint-security.html,INFORME EMITIDO,1,05/10/2018,APS-EXT.I.USC/4961/2018,05/10/2018,ADSIB-UGS/IT/0218/2018,18-0313-00-890905-1-1,
278,Gobierno Autónomo Municipal de Cochabamba,Renovación,Panda Adaptive Defense 360,Versión: 8.0.2,https://www.pandasecurity.com/bolivia/business/adaptive-defense/,INFORME EMITIDO,1,23/11/2018,GAMC 1135,26/11/2018,ADSIB-UGS/IT/0263/2018,No se encontraron registros,
279,Empresa Nacional de Electricidad,Adquisición,PROIECTUS PRO,2018.3.2,http://www.proiectuspro.com,EN ESPERA DE NOTA,1,,,08/11/2018,,,
280,Ministerio de Economia y Finanzas Públicas,Adquisición,SISTEMA DE GESTION Y ANALISIS DE DEUDA - SIGADE,6,WWW.UNCTAD.ORG,INFORME EMITIDO,1,28/12/2018,MEFP/VTCP/DGCP/UODP-1076/2018 -3638,31/12/2018,ADSIB-UID/IT/0175/2018,No se encontraron registros,
281,Yacimientos Petrolíferos Fiscales Bolivianos,Adquisición,Petromod,2018,https://www.software.slb.com/,INFORME EMITIDO,1,05/11/2018,YPFB-PRS-GTIC-553/2018,06/11/2018,ADSIB-UGS/IT/0249/2018,18-0513-00-916805-0-E,
282,Registro Único para la Administración Tributaria Municipal,Renovación,Kaspersky Endpoint Security for Business,SELECT,https://latam.kaspersky.com/small-to-medium-business-security/endpoint-select,INFORME EMITIDO,1,,,25/10/2018,ADSIB-UID/IT/0137/2018,18-0035-07-895309-0-E,
283,Registro Único para la Administración Tributaria Municipal,Renovación,SAP BusinessObjects BI Edge Edition CS,4.1,https://support.sap.com/en/index.html,INFORME EMITIDO,1,29/10/2018,RUAT N 6266/2018,31/10/2018,ADSIB-UID/IT/0137/2018,No se encontraron registros,
284,Programa Bono Juana Azurduy,Adquisición,G DATA,14.1.1.52,https://www.gdata.es/,INFORME EMITIDO,1,16/11/2018,MS/BJA/CE/529/2018,20/11/2018,ADSIB-UGS/IT/0258/2018,No se encontraron registros,
285,Registro Único para la Administración Tributaria Municipal,Renovación,IBM Infosphere Guardium,9,https://www.ibm.com/developerworks/data/library/dmmag/DMMag_2010_Issue3/FeatureGuardium/index.html,INFORME EMITIDO,1,29/10/2018,RUAT N 6266/2018,31/10/2018,ADSIB-UID/IT/0137/2018,No se encontró registro,
287,ASFI,Renovación,Suite de seguridad MCAFEE,ULTIMA,https://www.mcafee.com,INFORME EMITIDO,1,15/11/2018,ASFI/JTIC/R-242311/2018,19/11/2018,ADSIB-UGS/IT/0254/2018,No se encontraron registros,
289,Instituto Nacional de Estadística,Renovación,GData Endpoint Protection Enterprise,14.1.1.49,https://latam.gdatasoftware.com,EN ESPERA DE NOTA,1,,,31/10/2018,,,
290,Ministerio de Energías,Renovación,GData EndpointProtection Enterprise,14.1,https://www.gdata.es/,EN ESPERA DE NOTA,1,,,05/11/2018,,,
292,Agencia Nacional de Hidrocarburos,Renovación,ArcGIS for Server Enterprise /ArcGIS for Desktop Advanced / ArcGIS for Desktop Standard,10.6.1,http://www.esri.com,INFORME EMITIDO,1,,,30/11/2018,ADSIB-UGS/IT/0272/2018,No se encotraron registros,
293,Agencia Nacional de Hidrocarburos,Desarrollo,Implementación del Sistema de Exploración y Explotación del Upstream,10.6.1,http://www.esri.com,INFORME EMITIDO,1,30/11/2018,ANH 22195 DTEP 0780/2018,30/11/2018,ADSIB-UGS/IT/0272/2018,No se encontraron registros,
294,Empresa Nacional de Electricidad,Renovación,PLS-CADD w/Spotting,15.30,http://www.powline.com/products/optimization.html,INFORME EMITIDO,1,,,28/11/2018,ADSIB-UGS/IT/0265/2018,No se encontraron registros,
295,Registro Único para la Administración Tributaria Municipal,Renovación,EDB Postgres Advance Server,10.5,https://www.enterprisedb.com/,INFORME EMITIDO,1,,,29/11/2018,ADSIB-UID/IT/0160/2018,No se encontró registros,
296,Registro Único para la Administración Tributaria Municipal,Renovación,Oracle Database Enterprise Edition - Processor Perpetual,12.2.0.1,http://www.oracle.com/technetwork/es/database/enterprise-edition/downloads/index.html,INFORME EMITIDO,1,,,29/11/2018,ADSIB-UID/IT/0160/2018,18-0035-07-910054-1-1,
297,Registro Único para la Administración Tributaria Municipal,Renovación,Oracle Diagnostics Management Pack - Processor Perpetual,12.2.0.1,http://www.oracle.com/technetwork/es/database/enterprise-edition/downloads/index.html,INFORME EMITIDO,1,,,29/11/2018,ADSIB-UID/IT/0160/2018,No se encontraron registros,
298,Registro Único para la Administración Tributaria Municipal,Renovación,Oracle Tunning Management Pack - Processor Perpetual,12.2.0.1,http://www.oracle.com/technetwork/es/database/enterprise-edition/downloads/index.html,INFORME EMITIDO,1,,,29/11/2018,ADSIB-UID/IT/0160/2018,18-0035-07-910054-1-1,
299,Registro Único para la Administración Tributaria Municipal,Renovación,Oracle Database Enterprise Edition - Named User Multiserver,12.2.0.1,http://www.oracle.com/technetwork/es/database/enterprise-edition/downloads/index.html,INFORME EMITIDO,1,11/12/2018,ADSIB/DE/1729/2018,12/12/2018,ADSIB-UID/IT/0160/2018,No se encuentran registros,
300,Empresa Nacional de Electricidad,Renovación,PLS-CADD,15.30,http://www.powline.com/products/optimization.html,INFORME EMITIDO,1,,,28/11/2018,ADSIB-UGS/IT/0265/2018,No se encuetran registros,
301,Empresa Nacional de Electricidad,Renovación,TOWER,15.30,http://www.powline.com/products/tower.html,INFORME EMITIDO,1,,,28/11/2018,ADSIB-UGS/IT/0265/2018,No se encuentran registros,
302,Empresa Nacional de Electricidad,Renovación,SAPS,15.30,http://www.powline.com/products/saps.html,INFORME EMITIDO,1,23/11/2018,ENDE - DEPT-11/16-18,28/11/2018,ADSIB-UGS/IT/0265/2018,No se encontraron registros,
303,Empresa Nacional de Electricidad,Adquisición,PLS-POLE/Bundle,15.30,http://www.powline.com/products/pls_pole.html,INFORME EMITIDO,1,23/11/2018,ENDE - DEPT-11/16-18,28/11/2018,ADSIB-UGS/IT/0265/2018,No se encuentran registros,
304,Autoridad Jurisdiccional Administrativa Minera,Renovación,ARCGIS,10,www.esri.com,INFORME EMITIDO,1,26/11/2018,AJAM/DESP/1064-2018,26/11/2018,ADSIB-UID/IT/0149/2018,18-0190-00-899311-1-1,
305,Autoridad de Fiscalización y Control de Pensiones y Seguros,Renovación,Sophos UTM 9,9.504-1,https://www.sophos.com/es-es/products/unified-threat-management.aspx,ELABORANDO INFORME,1,11/12/2018,APS-EXT.I.USC/6093/2018,11/12/2018,ADSIB-UGS/IT/0281/2018,,
306,Yacimientos Petrolíferos Fiscales Bolivianos,Renovación,TECHLOG,ultima,https://www.software.slb.com/products/techlog,INFORME EMITIDO,1,07/11/2019,YPFB-PRS-GTIC-499/2019,12/11/2019,ADSIB-UGS/IT/0215/2019,No se encontraron registros relacionados en el SICOES,
309,"Ministerio de Trabajo, Empleo y Previsión Social",Renovación,Endpoint Protection,10.8.x,https://www.sophos.com/es-es/products/endpoint-antivirus/tech-specs.aspx,EN ESPERA DE NOTA,1,,,16/11/2018,,,
310,Servicio Estatal de Autonomías,Renovación,KASPERSKY ENDPOINT SECURITY FOR BUSINESS-SELECT,10.0.3.407,https://www.kaspersky.com/small-to-medium-business-security/endpoint-select,INFORME EMITIDO,1,21/12/2018,SEA-DE-CE-UIA N 403/2018,24/12/2018,ADSIB-UGS/IT/0296/2018,No se encuentran registros,
311,Empresa Nacional de Electricidad,Renovación,Sistema de Inventario Hidroeléctrico de Cuencas Hidrográficas SINV,6.1.1,http://www.cepel.br/produtos/programas-computacionais/menu/sinv-sistema-de-inventario-hidreletrico-de-bacias-hidrograficas-1.htm,INFORME EMITIDO,1,26/12/2018,ENDE-GDEX-12/5-18,28/12/2018,ADSIB-UGS/IT/0305/2018,No se encontró registro,
312,Banco Central de Bolivia,Otro,Firmware del dispositivo IOS-XE software conmutador de red,XE,https://www.cisco.com/c/en/us/products/ios-nx-os-software/ios-xe/index.html,ELABORANDO INFORME,1,29/11/2018,BCB-GSIS-SII-CE-2018-12,10/12/2018,ADSIB-UIS/IT/0160/2018,,
314,Autoridad Jurisdiccional Administrativa Minera,Adquisición,SEGURIDAD INTEGRAL PARA FIREWALL DELL SONICWALL NSA 3600,1,https://www.sonicwall.com,ELABORANDO INFORME,3,05/12/2018,AJAM/DESP/1088-2018,06/12/2018,ADSIB-UGS/IT/0279/2018,,
317,Aduana Nacional,Adquisición,FX9600 OPERATING SYSTEM FOR LINUX,BSP 2.719,https://www.zebra.com/us/en/support-downloads/software/operating-system/fx9600-series-operating-system.html,EN ESPERA DE NOTA,1,,,11/12/2018,,,
318,Yacimientos Petrolíferos Fiscales Bolivianos,Adquisición,MultiTest,ultima,www.recursosmultitest.com,INFORME EMITIDO,1,28/12/2018,ADSIB/DE/1821/2018,07/01/2019,ADSIB-UGS/IT/0001/2019,,
319,Yacimientos Petrolíferos Fiscales Bolivianos,Renovación,ANTIVIRUS KASPERSKY,ultima,www.kaspersky.com,INFORME EMITIDO,1,28/12/2018,ADSIB/DE/1821/2018,02/01/2019,ADSIB-UGS/IT/0001/2019,,
321,Servicio Nacional del Sistema de Reparto,Renovación,Kaspersky Endpoint Security for Business Select,Versión 10,https://latam.kaspersky.com/small-to-medium-business-security/endpoint-select,INFORME EMITIDO,1,26/12/2018,ADSIB/DE/1790/2018,28/12/2018,ADSIB-UGS/IT/0306/2018,,
335,DIGEMIG,Otro,INFRAESTRUCTURA PKI,8.3,https://www.entrustdatacard.com/,EN ESPERA DE NOTA,1,,,30/01/2019,,,
336,Instituto Nacional de Estadística,Renovación,Gdata Endpoint Protection Enterprice,14.1.1.49,https://latam.gdatasoftware.com,INFORME EMITIDO,3,20/02/2019,INE-DGE-DICIE N° 0203/2019,25/02/2019,ADSIB-UGS/IT/0030/2019,,
338,Ministerio de Economia y Finanzas Públicas,Otro,INFORMACAST ADVANCED NOTIFICATION,-,https://www.cisco.com/c/en/us/products/unified-communications/paging-server/index.html?dtid=osscdc000283,INFORME EMITIDO,0,28/11/2019,MEFP/DGAA/UTI N° 229/2019,29/11/2019,ADSIB-UGS/IT/0238/2019,No se encontraron registros en el SICOES,
340,Autoridad de Regulación y Fiscalización de Telecomunicaciones y Transportes,Renovación,Kaspersky Endpoint Security for Business,ADVANCED,https://www.kaspersky.es,INFORME EMITIDO,3,26/02/2019,ATT-DS-N LP 49/2019,28/02/2019,ADSIB-UGS/IT/0031/2019,,
341,Servicio Geológico Minero,Renovación,ANTIVIRUS COORPORATIVO GDATA  ENDPOINT PROTECTION ENTERPRICE GOBIERNO,14.1.1.49,https://www.gdata.es/empresas/endpoint-security,EN ESPERA DE NOTA,1,,,,,,
342,Servicio Geológico Minero,Suscripción,SERVIDOR VPS CON SISTEMA OPERTATIVO LINUX DEBIAN 9 PARA PAGINA WEB INSTITUCIONAL,DEBIAN 9,http://www.quotec-bo.net/quotec/,EN ESPERA DE NOTA,1,,,,,,
343,Direccion del Notariado Plurinacional,Adquisición,Kaspersky Endpoint Security for Business - Advanced + Antispam,Suite 10.5,https://latam.kaspersky.com/small-to-medium-business-security/endpoint-advanced,EN ESPERA DE NOTA,1,,,13/03/2019,,,
352,Registro Único para la Administración Tributaria Municipal,Renovación,Toad for Oracle DB admin Module,"13,1,0,78",https://www.quest.com/products/toad-for-oracle,INFORME EMITIDO,1,,,11/04/2019,,17-0035-07-738558-1-1,
353,Yacimientos Petrolíferos Fiscales Bolivianos,Adquisición,IBM MAXIMO ASSET MANAGEMENT OIL & GAS 7.6 EAM,7.6,www.ibm.com,INFORME EMITIDO,1,24/05/2019,YPFB-PRS-GTIC-223/2019,24/05/2019,ADSIB-UGS/IT/0092/2019,No se encontratron registros,
356,ADSIB,Adquisición,prueba ADSIB,1,https://www.url.com,INFORME EMITIDO,1,,,,,PRUEBA ADSIB,
357,Registro Único para la Administración Tributaria Municipal,Renovación,Cisco Identity Services Engine ISE,2.1.0.474,https://www.cisco.com/c/en/us/products/security/identity-services-engine/index.html,INFORME EMITIDO,1,23/05/2019,RUAT N°2707/2019,24/05/2019,ADSIB-UGS/IT/0093/2019,No se encontraron registros,
361,Agencia Boliviana de Energía Nuclear,Adquisición,DISPOSITIVO DE SEGURIDAD DE RED INTEGRADA,...,https://www.checkpoint.com/downloads/products/910-security-gateway-datasheet.pdf,INFORME EMITIDO,2,10/05/2019,ABEN/DGE/NE/N°333/2019,13/05/2019,ADSIB-UGS/IT/0084/2019,,
362,Registro Único para la Administración Tributaria Municipal,Renovación,Wide Area Application Services WAAS  consola de administración,6.2.3a b32,https://www.cisco.com/c/en/us/products/routers/wide-area-application-services/index.html,INFORME EMITIDO,1,23/05/2019,RUAT N°2707/2019,24/05/2019,ADSIB-UGS/IT/0093/2019,No se encontraron registros,
363,Registro Único para la Administración Tributaria Municipal,Soporte,ESX VMWARE vSphere sistema Operativo,6,https://www.vmware.com/latam/products/vsphere.html,INFORME EMITIDO,1,23/05/2019,RUAT N°2707/2019,24/05/2019,ADSIB-UGS/IT/0093/2019,No se encontraron registros,
364,Registro Único para la Administración Tributaria Municipal,Renovación,cisco FIREPOWER,6.2.2 (build 81),https://www.cisco.com/c/es!!!!!!!!!!!!!!!_mx/products/security/asa-firepower-services/index.html,INFORME EMITIDO,1,23/05/2019,RUAT N°2707/2019,24/05/2019,ADSIB-UGS/IT/0093/2019,No se encontraron registros,
365,Gobierno Autónomo Municipal de Cochabamba,Renovación,Panda Adaptive Defense 360,8.0.2,https://www.pandasecurity.com/es/business/adaptive-defense/,EN ESPERA DE NOTA,3,,,,,,
367,Agencia Boliviana de Energía Nuclear,Renovación,Sophos UTM,...,https://www.cyberoam.com/downloads/datasheet/CyberoamCR50iNG.pdf,INFORME EMITIDO,3,10/05/2019,ABEN/DGE/NE/N°334/2019,13/05/2019,ADSIB-UGS/IT/0085/2019,,
368,Aduana Nacional,Renovación,Jira para usuarios incluye un plugin Zephir,Última versión liberada por el fabricante,https://www.atlassian.com/licensing/jira-software,EN ESPERA DE NOTA,1,,,,,,
369,Registro Único para la Administración Tributaria Municipal,Suscripción,Suscripción Red Hat JBoss Enterprise Application Platform 16-Core Standard,JBoss EAP 6.x y 7.x,https://www.redhat.com/es/technologies/jboss-middleware/application-platform,INFORME EMITIDO,1,23/05/2019,RUAT N°2707/2019,24/05/2019,ADSIB-UGS/IT/0093/2019,19 0035 07 954851 1 1,
370,Registro Único para la Administración Tributaria Municipal,Suscripción,Suscripción Red Hat JBoss Web Server 16-Core Standard,JBoss Web Server 2.0.1,https://access.redhat.com/products/red-hat-jboss-web-server/,INFORME EMITIDO,1,23/05/2019,RUAT N°2707/2019,24/05/2019,ADSIB-UGS/IT/0093/2019,No se encontraron registros,
372,Vicepresidencia del Estado Plurinacional,Renovación,G DATA Business,14.2,https://latam.gdatasoftware.com/empresas,INFORME EMITIDO,3,14/05/2019,VPEP-DGAA-N 143/2019,21/05/2019,ADSIB-UGS/IT/0091/2019,No se encontraron registros,
373,MINISTERIO DE MEDIO AMBIENTE Y AGUA,Donación,MIRESILIENCIA,1,http://www.mi-resiliencia.org/,EN ESPERA DE NOTA,0,,,,,,
374,Registro Único para la Administración Tributaria Municipal,Suscripción,Red Hat Learning Subscription Enterprise,N.A.,https://www.redhat.com/en/resources/learning-subscription-enterprise-datasheet,INFORME EMITIDO,1,17/05/2019,RUAT N° 2620/2019,17/05/2019,ADSIB-UGS/IT/0090/2019,,
375,Registro Único para la Administración Tributaria Municipal,Soporte,Applications Manager,13,https://store.manageengine.com/applications!!!!!!!!!!!!!!!_manager/,INFORME EMITIDO,1,15/05/2019,RUAT N° 2620/2019,17/05/2019,ADSIB-UGS/IT/0090/2019,,
377,Registro Único para la Administración Tributaria Municipal,Suscripción,Suscripción Red Hat Enterprise Linux Server,superior a 4.x,http://www.redhatchile.cl/red-hat-enterprise-linux,INFORME EMITIDO,1,23/05/2019,RUAT N°2707/2019,24/05/2019,ADSIB-UGS/IT/0093/2019,No se encontró registro,
378,Registro Único para la Administración Tributaria Municipal,Soporte,Servicio de soporte FORTIANALYZER-VM,6.0.1,https://www.fortinet.com/content/dam/fortinet/assets/data-sheets/FortiAnalyzer.pdf,INFORME EMITIDO,1,31/05/2019,RUAT N° 2808,04/06/2019,ADSIB-UGS/IT/0098/2019,No se encontró registros,
379,Servicio Nacional de Propiedad Intelectual,Adquisición,Cisco FPR2110 Threat Defense Threat and URL,6.4.0,https://www.cisco.com/c/en/us/products/collateral/security/firepower-ngfw/data!!!!!!!!!!!!!!!_sheet-c78-736661.html,ELABORANDO INFORME,3,30/06/2020,CITE INE-DGE-DICIE N° 475/2020,,,,
380,Aduana Nacional,Renovación,Jira para 150 usuarios incluye un plugin Zephyr por cada licencia además 150 licencias del software de colaboración en equipo Confluence,La última versión liberada por el fabricante,https://www.atlassian.com/licensing/jira-software#serverlicenses-6,INFORME EMITIDO,1,25/06/2019,AN-PREDC-C-1785/2019,28/06/2019,ADSIB-UGS/IT/0114/2019,No se encontraron registros en el SICOES,
382,Aduana Nacional,Suscripción,AutoCAD,La última versión liberada por el fabricante,https://latinoamerica.autodesk.com/products/autocad/overview,INFORME EMITIDO,1,25/06/2019,AN-PREDC-C-1718/2019,25/06/2019,ADSIB-UGS/IT/0112/2019,No se encontraron registros en el SICOES,
383,Registro Único para la Administración Tributaria Municipal,Soporte,HPE DATA PROTECTOR Cell Manager Win HP Data Prot Stater Pack Windows LTU,A.09.09,https://h10057.www1.hp.com/ecomcat/hpcatalog/specs/provisioner/99/B6961BA.htm,INFORME EMITIDO,1,14/06/2019,RUAT N° 2213/2019,19/06/2019,ADSIB-UGS/IT/0107/2019,No se encontraron registros,
384,Registro Único para la Administración Tributaria Municipal,Soporte,HPE DATA PROTECTOR On line ext Win HP Data Prot On-line Backup Windows LTU,A.09.09,https://h10057.www1.hp.com/ecomcat/hpcatalog/specs/provisioner/05/B6965BA.htm,INFORME EMITIDO,1,14/06/2019,RUAT N° 2213/2019,19/06/2019,ADSIB-UGS/IT/0107/2019,No se encontraron registros,
385,Registro Único para la Administración Tributaria Municipal,Soporte,HPE DATA PROTECTOR one Drive UNIX HP Data Prot One Drv UNIX/NAS/SAN LTU,A.09.09,https://h10057.www1.hp.com/ecomcat/hpcatalog/specs/provisioner/05/B6953AA.htm,INFORME EMITIDO,1,14/06/2019,RUAT N° 2213/2019,19/06/2019,ADSIB-UGS/IT/0107/2019,No se encontraron registros,
386,Registro Único para la Administración Tributaria Municipal,Soporte,HPE DATA PROTECTOR one Drive UNIX HP Data Prt drive ext UNIX/NAS/SAN E-LTU,A.09.09,https://h10057.www1.hp.com/ecomcat/hpcatalog/specs/provisioner/99/B6953AAE.htm,INFORME EMITIDO,1,14/06/2019,RUAT N° 2213/2019,19/06/2019,ADSIB-UGS/IT/0107/2019,No se encontraron registros,
387,Aduana Nacional,Renovación,Visual Profesional con MSDN,La última versión liberada por el fabricante,https://www.microsoft.com/,INFORME EMITIDO,1,25/06/2019,AN-PREDC-C-1717/2019,25/06/2019,ADSIB-UGS/IT/0113/2019,No se encontraron registros en el SICOES,
388,Aduana Nacional,Renovación,SharePoint Server,La última versión liberada por el fabricante,https://www.microsoft.com/,INFORME EMITIDO,1,25/06/2019,AN-PREDC-C-1717/2019,25/06/2019,ADSIB-UGS/IT/0113/2019,No se encontraron registros en el SICOES,
389,Aduana Nacional,Renovación,Windows Server Estándar,La última versión liberada por el fabricante,https://www.microsoft.com/,INFORME EMITIDO,1,25/06/2019,AN-PREDC-C-1717/2019,25/06/2019,ADSIB-UGS/IT/0113/2019,No se encontraron registros en el SICOES,
390,Aduana Nacional,Renovación,Exchange Server Enterprise,La última versión liberada por el fabricante,https://www.microsoft.com/,INFORME EMITIDO,1,25/06/2019,AN-PREDC-C-1717/2019,25/06/2019,ADSIB-UGS/IT/0113/2019,No se encontraron registros en el SICOES,
391,Aduana Nacional,Renovación,System Center Estándar,La última versión liberada por el fabricante,https://www.microsoft.com/,INFORME EMITIDO,1,25/06/2019,AN-PREDC-C-1717/2019,25/06/2019,ADSIB-UGS/IT/0113/2019,No se encontraron registros en el SICOES,
392,Aduana Nacional,Renovación,Enterprise Desktop,La última versión liberada por el fabricante,https://www.microsoft.com/,INFORME EMITIDO,1,25/06/2019,AN-PREDC-C-1717/2019,25/06/2019,ADSIB-UGS/IT/0113/2019,No se encontraron registros en el SICOES,
